,NAME,TOTAL ROUNDS,TOTAL STROKES,TOTAL ADJUSTMENT,TOTAL DISTANCE,TOTAL DRIVES,FAIRWAYS HIT,POSSIBLE FAIRWAYS,GREENS HIT,# HOLES,RELATIVE/PAR,TOTAL SG:PUTTING,MEASURED ROUNDS_x,SG:OTT,SG:APR,SG:ARG,TOTAL SG:T,MEASURED ROUNDS_y,EVENTS,# OF WINS,# OF TOP-10S,POINTS BEHIND LEAD,1ST,2ND,3RD,YEAR
18,Sungjae Im,94,"6,539",39.769,"49,276",164,846,"1,312","1,135","1,692",-0.31,18.384,79,0.43700000000000006,0.106,0.006999999999999999,61.938,79,26.0,1.0,7.0,,1.0,1.0,2.0,2020
19,Tony Finau,72,"4,998",41.441,"39,655",128,520,"1,004",892,"1,296",-0.31,8.246,59,0.341,0.49700000000000005,0.266,73.346,59,20.0,0.0,7.0,,,1.0,1.0,2020
20,Brian Harman,78,"5,415",48.216,"45,715",156,691,"1,092",922,"1,404",-0.31,21.859,71,0.115,-0.018000000000000002,0.36200000000000004,54.466,71,22.0,0.0,1.0,0.0,,,1.0,2020
21,Viktor Hovland,74,"5,160",24.447,"39,512",132,652,"1,031",912,"1,332",-0.32,-2.7760000000000002,58,0.447,0.633,-0.243,45.755,58,20.0,1.0,3.0,,1.0,,1.0,2020
22,Matt Fitzpatrick,54,"3,789",- 5.222,"27,114",92,485,751,642,972,-0.3,38.741,44,0.20600000000000002,0.094,-0.113,46.946000000000005,44,15.0,0.0,5.0,0.0,,,1.0,2020
23,Alex Noren,56,"3,900",27.139,"33,153",112,455,783,653,"1,008",-0.3,17.987000000000002,45,-0.231,0.039,0.44299999999999995,29.304000000000002,45,17.0,0.0,4.0,0.0,,,1.0,2020
24,Ian Poulter,48,"3,355",11.731,"21,797",76,398,668,541,864,-0.32,26.094,38,-0.188,0.13699999999999998,0.053,26.165,38,13.0,0.0,1.0,0.0,,,,2020
25,Brendon Todd,86,"5,994",38.954,"48,619",172,862,"1,208","1,014","1,548",-0.29,37.342,75,-0.073,-0.11900000000000001,0.092,29.765,75,25.0,2.0,4.0,,2.0,,,2020
26,Russell Henley,63,"4,386",33.902,"36,549",126,579,882,813,"1,134",-0.25,-10.902000000000001,58,-0.049,0.867,0.22399999999999998,49.492,58,20.0,0.0,4.0,0.0,,,,2020
27,Jason Day,53,"3,713",5.657,"26,976",90,412,737,618,954,-0.3,8.625,40,0.146,-0.151,0.632,33.734,40,17.0,0.0,5.0,0.0,,,,2020
28,Ryan Palmer,68,"4,757",16.341,"35,910",120,572,952,807,"1,224",-0.3,-16.031,59,0.28,0.36200000000000004,0.017,22.834,59,19.0,0.0,5.0,,,1.0,,2020
29,Billy Horschel,79,"5,528",18.507,"40,107",134,692,"1,102",941,"1,422",-0.3,24.983,59,0.28600000000000003,-0.033,0.095,45.507,59,22.0,0.0,6.0,,,1.0,,2020
30,Tommy Fleetwood,40,"2,797",13.350,"17,337",56,341,556,484,720,-0.27,12.249,28,0.389,-0.37799999999999995,0.107,15.569,28,11.0,0.0,1.0,0.0,,,1.0,2020
31,Shane Lowry,44,"3,077",14.674,"21,556",72,373,612,550,792,-0.24,-12.819,36,0.203,0.354,0.122,11.599,36,13.0,0.0,1.0,0.0,,,,2020
32,Harold Varner III,74,"5,163",39.004,"39,856",132,636,"1,031",940,"1,332",-0.28,-12.232999999999999,57,0.45799999999999996,0.442,0.244,53.001999999999995,57,22.0,0.0,1.0,0.0,,,,2020
33,Brendan Steele,64,"4,481",18.334,"38,859",128,537,896,785,"1,152",-0.29,7.045,56,0.081,0.539,-0.038,39.626,56,20.0,0.0,3.0,0.0,,1.0,,2020
34,Bubba Watson,66,"4,619",21.310,"36,072",116,533,920,804,"1,188",-0.28,3.63,57,0.649,0.20800000000000002,-0.209,40.541,57,20.0,0.0,3.0,0.0,,,1.0,2020
35,Bud Cauley,61,"4,281",7.796,"35,438",122,504,854,720,"1,098",-0.27,3.0189999999999997,58,-0.11599999999999999,0.322,0.38,36.994,58,20.0,0.0,2.0,0.0,,,,2020
36,Matt Kuchar,56,"3,927",10.465,"31,681",112,518,787,655,"1,008",-0.31,33.650999999999996,49,-0.039,0.013999999999999999,0.015,33.15,49,16.0,0.0,1.0,0.0,,1.0,,2020
37,Kevin Kisner,73,"5,096",40.264,"37,600",130,666,"1,021",859,"1,314",-0.29,31.283,56,0.057999999999999996,0.23399999999999999,-0.09300000000000001,42.409,56,21.0,0.0,4.0,,,,2.0,2020
38,Joaquin Niemann,76,"5,312",35.688,"41,034",136,601,"1,064",948,"1,368",-0.28,-15.708,65,0.37,0.562,-0.188,32.649,65,23.0,1.0,4.0,,1.0,,1.0,2020
39,Paul Casey,56,"3,916",24.874,"29,490",96,498,783,712,"1,008",-0.27,-16.858,44,0.546,0.631,-0.363,18.958,44,15.0,0.0,1.0,0.0,,1.0,,2020
40,Zach Johnson,61,"4,270",23.670,"34,882",122,536,854,747,"1,098",-0.28,19.906,54,-0.092,0.287,-0.098,25.142,54,18.0,0.0,1.0,0.0,,,,2020
41,Adam Long,88,"6,158",38.043,"46,713",160,769,"1,231","1,073","1,584",-0.29,16.021,71,0.004,0.358,-0.055,37.824,71,25.0,0.0,3.0,0.0,,2.0,,2020
42,Mark Hubbard,86,"6,005",50.597,"49,893",172,756,"1,203","1,032","1,548",-0.31,30.154,73,-0.044000000000000004,0.204,-0.065,37.056999999999995,73,24.0,0.0,3.0,0.0,,1.0,,2020
43,Joel Dahmen,79,"5,543",19.764,"41,944",142,711,"1,101",908,"1,422",-0.29,-3.975,63,0.35600000000000004,0.336,-0.04,37.071999999999996,63,22.0,0.0,5.0,0.0,,,,2020
44,J.T. Poston,78,"5,456",37.470,"40,628",140,696,"1,092",909,"1,404",-0.31,36.028,63,0.13,-0.366,0.095,27.139,63,23.0,0.0,2.0,0.0,,,,2020
45,Corey Conners,74,"5,191",20.824,"37,043",124,695,"1,036",953,"1,332",-0.25,-37.373000000000005,62,0.6,0.5820000000000001,-0.175,25.086,62,22.0,0.0,1.0,0.0,,,,2020
46,Kevin Na,71,"4,974",26.553,"36,151",126,623,993,808,"1,278",-0.3,40.883,59,-0.41,0.267,0.14,40.753,59,21.0,1.0,4.0,,1.0,,,2020
47,Lanto Griffin,92,"6,445",36.510,"55,656",184,738,"1,291","1,085","1,656",-0.29,26.840999999999998,80,0.076,0.152,0.077,51.193999999999996,80,27.0,1.0,4.0,,1.0,,,2020
48,Denny McCarthy,77,"5,375",49.970,"45,240",154,664,"1,078",935,"1,386",-0.32,64.205,65,-0.139,-0.243,-0.13699999999999998,30.503,65,23.0,0.0,4.0,0.0,,,,2020
49,Doc Redman,82,"5,725",54.078,"48,773",164,783,"1,147","1,045","1,476",-0.29,-0.293,70,0.34600000000000003,0.584,-0.332,41.556999999999995,70,24.0,0.0,1.0,0.0,,,1.0,2020
50,Sebastián Muñoz,84,"5,874",46.749,"50,793",168,713,"1,180","1,003","1,512",-0.3,4.319,78,0.218,0.308,0.11,53.922,78,26.0,1.0,5.0,,1.0,,1.0,2020
51,Louis Oosthuizen,48,"3,379",4.668,"24,008",80,405,668,564,864,-0.28,10.314,40,0.075,-0.126,-0.268,-2.399,40,13.0,0.0,2.0,0.0,,,1.0,2020
52,Rickie Fowler,44,"3,085",16.953,"25,949",88,402,620,527,792,-0.32,8.908,41,0.172,0.099,0.222,29.111,41,14.0,0.0,2.0,0.0,,,,2020
53,Will Gordon,32,"2,226",30.755,"19,762",64,257,448,413,576,-0.27,-3.197,22,0.564,-0.106,-0.036000000000000004,6.072,22,,,,,,,1.0,2020
54,Carlos Ortiz,72,"5,045",33.022,"43,247",144,558,"1,008",865,"1,296",-0.29,6.195,65,-0.087,0.122,0.327,29.78,65,22.0,0.0,3.0,0.0,,1.0,,2020
55,Cameron Tringale,63,"4,403",40.613,"38,044",126,476,881,790,"1,134",-0.27,4.562,53,-0.125,0.632,0.195,41.784,53,18.0,0.0,1.0,0.0,,,1.0,2020
56,Talor Gooch,83,"5,820",34.365,"49,505",166,678,"1,162","1,002","1,494",-0.3,23.476999999999997,75,-0.019,0.113,0.016,31.741999999999997,75,24.0,0.0,2.0,0.0,,,,2020
57,Brooks Koepka,40,"2,827",- 5.163,"23,332",76,301,560,481,720,-0.29,-8.952,38,0.36200000000000004,0.322,-0.027999999999999997,15.97,38,13.0,0.0,2.0,0.0,,1.0,,2020
58,Brice Garnett,58,"4,049",43.630,"33,704",116,522,811,730,"1,044",-0.27,9.807,45,0.193,-0.114,0.027000000000000003,14.567,45,19.0,0.0,,0.0,,,,2020
59,Byeong Hun An,75,"5,271",21.567,"38,518",126,568,"1,046",888,"1,350",-0.28,-31.506,60,-0.05,0.256,0.373,3.273,60,22.0,0.0,5.0,0.0,,,1.0,2020
60,Richy Werenski,56,"3,923",29.100,"33,391",112,454,783,672,"1,008",-0.3,23.741,49,-0.13,0.038,0.091,23.715,49,17.0,1.0,3.0,0.0,1.0,,2.0,2020
61,Sergio Garcia,44,"3,085",20.258,"19,573",64,371,612,541,792,-0.26,-24.118000000000002,32,0.848,0.18100000000000002,0.308,18.646,32,12.0,0.0,1.0,0.0,,,,2020
62,Matthew NeSmith,68,"4,756",43.096,"40,117",136,610,951,859,"1,224",-0.27,6.479,54,-0.156,0.473,-0.158,15.062999999999999,54,23.0,0.0,1.0,0.0,,,,2020
63,Justin Rose,38,"2,672",10.371,"20,373",68,321,532,432,684,-0.33,-0.83,33,0.218,0.233,-0.10800000000000001,10.495,33,13.0,0.0,2.0,0.0,,,1.0,2020
64,Mackenzie Hughes,70,"4,918",23.195,"41,821",140,546,979,799,"1,260",-0.3,42.211000000000006,62,-0.35200000000000004,-0.39,0.45399999999999996,24.303,62,22.0,0.0,4.0,,,1.0,1.0,2020
65,Tom Hoge,74,"5,203",21.775,"42,976",148,627,"1,035",874,"1,332",-0.27,3.031,66,0.062,0.389,-0.095,26.482,66,24.0,0.0,3.0,0.0,,1.0,,2020
66,Nick Taylor,59,"4,150",15.804,"34,999",118,530,825,711,"1,062",-0.29,-2.164,50,0.094,0.052000000000000005,-0.03,3.642,50,18.0,1.0,2.0,0.0,1.0,,,2020
67,Danny Lee,69,"4,843",28.990,"36,840",122,549,962,815,"1,242",-0.29,-10.725,55,0.165,0.23800000000000002,-0.29600000000000004,-4.857,55,22.0,0.0,3.0,0.0,,1.0,,2020
68,Adam Hadwin,65,"4,557",32.675,"33,511",114,584,905,799,"1,170",-0.27,9.974,54,-0.004,0.262,0.13,30.951,54,17.0,0.0,3.0,0.0,,1.0,,2020
69,Jim Furyk,39,"2,739",15.040,"21,854",78,406,545,521,702,-0.22,-1.869,36,-0.099,0.568,-0.061,12.827,36,,,,,,,,2020
70,Jason Kokrak,62,"4,353",25.284,"33,743",108,498,864,766,"1,116",-0.25,-14.376,51,0.633,0.168,-0.22699999999999998,14.919,51,20.0,0.0,3.0,0.0,,,1.0,2020
71,Dylan Frittelli,82,"5,770",21.698,"43,119",148,698,"1,148",971,"1,476",-0.26,-7.57,68,0.046,0.043,0.267,16.655,68,24.0,0.0,3.0,0.0,,,,2020
72,Cameron Davis,58,"4,056",41.064,"35,723",116,477,811,723,"1,044",-0.29,0.21100000000000002,46,0.21100000000000002,0.213,0.131,25.779,46,20.0,0.0,2.0,0.0,,,,2020
73,Cameron Smith,64,"4,497",24.166,"33,578",112,488,896,738,"1,152",-0.31,15.427,55,-0.245,0.02,0.091,8.052999999999999,55,19.0,1.0,2.0,,1.0,,1.0,2020
74,Ryan Moore,44,"3,090",21.114,"20,872",72,420,612,543,792,-0.28,1.107,34,0.29100000000000004,0.37,-0.136,18.993,34,16.0,0.0,2.0,0.0,,,,2020
75,Charles Howell III,69,"4,844",35.399,"34,324",114,525,962,854,"1,242",-0.28,10.844000000000001,50,-0.132,-0.3,0.392,8.847999999999999,50,20.0,0.0,3.0,0.0,,,1.0,2020
76,Matthew Wolff,74,"5,211",22.736,"41,135",132,611,"1,036",890,"1,332",-0.3,7.727,63,0.607,0.099,-0.337,30.947,63,21.0,0.0,2.0,0.0,,1.0,,2020
77,Scott Stallings,67,"4,671",67.709,"39,873",134,537,937,840,"1,206",-0.3,0.992,53,-0.191,0.309,0.07200000000000001,11.029000000000002,53,20.0,0.0,2.0,0.0,,,,2020
78,Brandt Snedeker,53,"3,706",42.752,"30,586",106,459,741,629,954,-0.27,17.357,50,-0.33299999999999996,-0.336,0.514,9.588,50,16.0,0.0,1.0,0.0,,,1.0,2020
79,Adam Schenk,74,"5,165",69.197,"39,860",132,642,"1,031",920,"1,332",-0.27,6.472,55,0.27899999999999997,0.001,-0.095,16.651,55,24.0,0.0,,0.0,,,,2020
80,Kevin Streelman,73,"5,141",22.885,"38,213",130,670,"1,017",889,"1,314",-0.28,-4.801,57,0.24600000000000002,0.25,0.002,23.596,57,23.0,0.0,4.0,0.0,,2.0,,2020
81,Russell Knox,63,"4,411",46.882,"37,339",126,548,881,795,"1,134",-0.25,-17.172,49,-0.145,0.449,0.077,1.465,49,22.0,0.0,,0.0,,,,2020
82,Sam Burns,58,"4,073",32.133,"36,197",116,445,812,699,"1,044",-0.32,22.482,55,0.493,-0.179,-0.39399999999999996,18.083,55,19.0,0.0,1.0,0.0,,,,2020
83,Rory Sabbatini,66,"4,645",26.437,"32,930",116,559,920,775,"1,188",-0.26,-0.743,50,0.005,-0.278,0.359,3.5610000000000004,50,20.0,0.0,,0.0,,,,2020
84,Maverick McNealy,76,"5,329",51.030,"45,079",152,619,"1,063",901,"1,368",-0.3,38.465,58,0.025,-0.391,-0.053,14.137,58,23.0,0.0,3.0,0.0,,,,2020
85,Henrik Norlander,74,"5,190",49.076,"43,229",148,720,"1,035",941,"1,332",-0.28,-0.201,56,0.125,0.364,-0.204,15.745,56,23.0,0.0,3.0,0.0,,,,2020
86,Bronson Burgoon,53,"3,701",51.870,"31,229",106,442,742,638,954,-0.31,16.336,45,-0.067,0.055,-0.083,12.038,45,19.0,0.0,1.0,0.0,,,,2020
87,Matt Jones,76,"5,344",38.078,"42,817",144,629,"1,063",906,"1,368",-0.28,3.895,64,0.159,-0.43799999999999994,0.08900000000000001,-8.245,64,23.0,0.0,2.0,0.0,,,,2020
88,Vaughn Taylor,61,"4,299",21.434,"29,852",106,576,849,700,"1,098",-0.31,12.948,44,-0.043,-0.155,-0.155,-2.5540000000000003,44,19.0,0.0,2.0,0.0,,1.0,,2020
89,Tyler Duncan,83,"5,836",43.705,"47,519",166,814,"1,165","1,009","1,494",-0.27,-9.207,70,0.075,0.3,-0.20199999999999999,2.9360000000000004,70,25.0,1.0,1.0,0.0,1.0,,,2020
90,Harry Higgs,83,"5,844",36.707,"49,974",166,722,"1,161",987,"1,494",-0.28,5.492000000000001,69,0.307,-0.361,-0.14800000000000002,-8.443999999999999,69,25.0,0.0,2.0,0.0,,1.0,,2020
91,Pat Perez,55,"3,855",41.925,"27,292",94,480,765,698,990,-0.27,10.132,40,-0.163,0.252,-0.069,10.898,40,18.0,0.0,2.0,0.0,,,1.0,2020
92,Jordan Spieth,62,"4,367",26.085,"30,162",100,450,863,696,"1,116",-0.32,0.168,47,-0.27899999999999997,0.08199999999999999,0.33,6.45,47,17.0,0.0,3.0,0.0,,,,2020
93,Keegan Bradley,68,"4,801",17.560,"36,125",120,566,948,813,"1,224",-0.25,-38.906,57,0.175,0.35100000000000003,0.11199999999999999,-2.559,57,20.0,0.0,,0.0,,,,2020
94,Cameron Champ,70,"4,929",31.787,"45,082",140,554,983,853,"1,260",-0.29,-10.539000000000001,61,0.9990000000000001,-0.14300000000000002,-0.293,23.781999999999996,61,20.0,1.0,2.0,,1.0,,,2020
95,Patrick Rodgers,91,"6,398",51.051,"56,147",182,674,"1,273","1,097","1,638",-0.3,49.285,75,0.21100000000000002,-0.465,-0.018000000000000002,28.954,75,27.0,0.0,1.0,0.0,,,,2020
96,Jhonattan Vegas,50,"3,505",39.158,"28,424",92,434,700,632,900,-0.28,-12.83,37,0.721,-0.14800000000000002,-0.146,2.931,37,17.0,0.0,1.0,0.0,,,,2020
97,Brian Stuard,81,"5,679",62.709,"43,344",154,814,"1,133",949,"1,458",-0.28,7.289,64,-0.245,0.083,0.3,16.096,64,25.0,0.0,2.0,0.0,,,,2020
98,Aaron Wise,45,"3,162",28.455,"27,137",90,377,629,584,810,-0.24,-16.288,34,0.016,0.10400000000000001,-0.01,-12.543,34,18.0,0.0,2.0,0.0,,,1.0,2020
99,Nick Watney,44,"3,094",25.689,"26,602",88,341,615,556,792,-0.28,4.743,36,-0.433,0.41600000000000004,0.162,9.953,36,17.0,0.0,1.0,0.0,,,,2020
100,Tim Wilkinson,46,"3,224",39.064,"26,188",92,439,643,558,828,-0.27,-2.7239999999999998,32,-0.11199999999999999,-0.10099999999999999,0.23399999999999999,-2.066,32,16.0,0.0,,0.0,,,,2020
101,Max Homa,70,"4,939",26.961,"37,270",124,577,979,814,"1,260",-0.29,7.965,57,0.272,0.115,-0.248,15.913,57,21.0,0.0,4.0,0.0,,,1.0,2020
102,Seamus Power,32,"2,239",31.770,"19,488",64,262,447,400,576,-0.32,2.263,21,0.124,-0.358,0.433,6.456,21,,,,,,,,2020
103,Emiliano Grillo,65,"4,567",45.589,"33,713",114,599,906,837,"1,170",-0.26,-43.45399999999999,48,0.25,0.58,-0.107,-8.745,48,23.0,0.0,3.0,0.0,,,2.0,2020
104,Kyle Stanley,53,"3,717",46.418,"30,220",106,529,742,692,954,-0.25,-13.882,43,0.048,0.335,0.013999999999999999,3.1830000000000003,43,20.0,0.0,1.0,0.0,,,1.0,2020
105,Phil Mickelson,51,"3,599",22.481,"25,929",86,385,713,583,918,-0.31,-3.167,38,-0.02,-0.129,0.379,5.567,38,16.0,0.0,2.0,0.0,,1.0,1.0,2020
106,Chez Reavie,77,"5,428",42.307,"36,976",130,751,"1,077",932,"1,386",-0.25,-16.581,57,-0.107,0.44,0.237,15.868,57,22.0,0.0,2.0,0.0,,,,2020
107,Luke List,69,"4,860",42.338,"40,008",130,555,966,863,"1,242",-0.27,-29.741,59,0.387,0.3,0.11800000000000001,17.777,59,22.0,0.0,1.0,0.0,,,,2020
108,Xinjun Zhang,77,"5,436",35.452,"42,894",146,641,"1,077",915,"1,386",-0.29,5.153,59,0.10400000000000001,0.005,0.063,15.331,59,25.0,0.0,3.0,0.0,,,,2020
109,Charley Hoffman,59,"4,149",43.531,"32,617",110,469,825,726,"1,062",-0.32,4.087,48,-0.032,0.28,-0.034,14.384,48,20.0,0.0,2.0,0.0,,,,2020
110,Michael Thompson,62,"4,371",34.753,"35,759",124,567,867,725,"1,116",-0.27,10.137,56,-0.187,-0.127,-0.04,-9.695,56,20.0,1.0,2.0,0.0,1.0,,,2020
111,Cameron Percy,45,"3,162",36.263,"26,553",90,373,630,564,810,-0.26,-0.909,33,-0.078,0.48200000000000004,-0.264,3.715,33,17.0,0.0,1.0,0.0,,,,2020
112,Sam Ryder,70,"4,922",54.379,"41,682",140,600,980,836,"1,260",-0.28,-1.966,56,-0.033,0.154,-0.099,-0.722,56,25.0,0.0,2.0,0.0,,,1.0,2020
113,Ryan Armour,58,"4,068",55.344,"32,959",116,599,811,709,"1,044",-0.28,-18.804000000000002,45,0.02,0.044000000000000004,0.16,-8.7,45,21.0,0.0,3.0,0.0,,,,2020
114,Mark Anderson,47,"3,319",22.480,"27,549",94,391,657,565,846,-0.23,0.998,37,-0.12300000000000001,0.192,-0.171,-2.775,37,,,,,,,,2020
115,Sepp Straka,70,"4,943",34.132,"42,381",140,590,980,844,"1,260",-0.27,15.627,62,0.285,0.11900000000000001,-0.28800000000000003,22.831999999999997,62,25.0,0.0,3.0,0.0,,,,2020
116,Branden Grace,41,"2,880",35.423,"21,999",74,319,573,505,738,-0.26,-11.623,33,-0.18100000000000002,0.501,0.085,1.746,33,,,,,,,,2020
117,Lucas Glover,67,"4,724",41.051,"33,181",110,603,933,829,"1,206",-0.27,-17.783,50,0.327,0.4,-0.28600000000000003,4.231,50,21.0,0.0,1.0,0.0,,,,2020
118,Jason Dufner,62,"4,390",21.855,"35,493",124,576,867,757,"1,116",-0.22,-38.16,56,0.047,0.47200000000000003,0.16699999999999998,0.243,56,,,,,,,,2020
119,Troy Merritt,68,"4,791",48.244,"35,012",120,611,947,814,"1,224",-0.28,25.869,55,-0.07400000000000001,-0.32299999999999995,-0.23800000000000002,-9.112,55,22.0,0.0,2.0,0.0,,1.0,,2020
120,Chris Baker,49,"3,454",33.312,"28,368",98,476,685,618,882,-0.24,-15.286,33,0.21100000000000002,0.23800000000000002,-0.105,-3.945,33,,,,,,,,2020
121,Chase Seiffert,54,"3,806",37.468,"31,462",108,472,755,662,972,-0.28,10.792,36,0.087,0.043,-0.233,7.066,36,18.0,0.0,1.0,0.0,,,,2020
122,Marc Leishman,61,"4,343",- .672,"31,359",106,441,850,675,"1,098",-0.27,-13.495999999999999,52,-0.20199999999999999,0.366,-0.14300000000000002,-12.432,52,18.0,1.0,3.0,,1.0,1.0,1.0,2020
123,Stewart Cink,51,"3,621",9.639,"30,163",102,402,713,624,918,-0.27,5.441,45,-0.11800000000000001,0.21899999999999997,-0.12,4.566,45,14.0,0.0,1.0,0.0,,,,2020
124,Bo Hoag,67,"4,718",51.923,"39,488",134,592,937,844,"1,206",-0.25,5.9879999999999995,49,-0.14300000000000002,-0.295,-0.015,-16.246,49,22.0,0.0,1.0,0.0,,,,2020
125,Matt Wallace,44,"3,129",4.052,"24,138",80,327,616,504,792,-0.28,1.073,40,0.158,-0.5539999999999999,0.401,1.252,40,13.0,0.0,1.0,0.0,,,,2020
126,Chesson Hadley,58,"4,078",53.208,"31,969",108,541,811,733,"1,044",-0.3,-2.989,46,0.099,0.43700000000000006,-0.195,12.677,46,19.0,0.0,,0.0,,,,2020
127,Andrew Landry,63,"4,453",34.367,"36,505",126,579,881,727,"1,134",-0.26,-19.116,56,0.18899999999999997,-0.16899999999999998,-0.215,-30.005,56,21.0,1.0,1.0,0.0,1.0,,,2020
128,Peter Uihlein,43,"3,016",47.101,"25,951",86,285,601,526,774,-0.3,11.955,33,-0.7240000000000001,-0.083,0.29,-5.093,33,,,,,,,,2020
129,Wyndham Clark,61,"4,323",22.808,"32,336",106,443,849,687,"1,098",-0.31,25.605999999999998,46,-0.39799999999999996,-0.57,0.11,-13.913,46,23.0,0.0,1.0,0.0,,,,2020
130,Fabián Gómez,55,"3,870",48.862,"31,816",110,506,769,660,990,-0.28,0.43,39,-0.251,-0.13699999999999998,0.129,-9.672,39,19.0,0.0,2.0,0.0,,,1.0,2020
131,Si Woo Kim,74,"5,221",51.763,"39,348",132,588,"1,031",873,"1,332",-0.29,-4.736000000000001,60,-0.075,0.115,0.305,16.009,60,24.0,0.0,1.0,0.0,,,1.0,2020
132,Ben Martin,36,"2,532",33.325,"20,422",72,324,503,435,648,-0.27,0.316,22,-0.028999999999999998,0.016,-0.259,-5.688,22,,,,,,,,2020
133,David Hearn,51,"3,592",42.581,"28,745",102,488,713,614,918,-0.25,4.332,36,-0.22,-0.22899999999999998,0.047,-10.124,36,,,,,,,,2020
134,Rafa Cabrera Bello,53,"3,749",29.098,"24,081",82,461,737,609,954,-0.28,2.616,39,-0.096,-0.166,-0.32799999999999996,-20.422,39,16.0,0.0,,0.0,,,,2020
135,James Hahn,36,"2,538",28.272,"21,145",72,309,503,450,648,-0.27,-2.2430000000000003,27,0.14300000000000002,0.15,0.11699999999999999,8.828,27,,,,,,,,2020
136,Aaron Baddeley,47,"3,309",41.664,"26,784",94,391,657,549,846,-0.31,9.487,37,-0.736,-0.122,0.52,-2.9939999999999998,37,,,,,,,,2020
137,Keith Mitchell,64,"4,554",9.084,"33,812",112,522,895,749,"1,152",-0.28,11.02,50,0.41200000000000003,-0.431,-0.45899999999999996,-12.875,50,21.0,0.0,1.0,0.0,,,,2020
138,Brandon Hagy,46,"3,242",37.785,"28,776",92,328,643,560,828,-0.28,5.769,36,-0.059000000000000004,-0.561,0.149,-11.210999999999999,36,,,,,,,,2020
139,Rob Oppenheim,61,"4,317",32.295,"34,671",122,537,853,716,"1,098",-0.24,-22.464000000000002,45,-0.282,-0.12300000000000001,0.536,-16.573,45,21.0,0.0,1.0,0.0,,,,2020
140,Scott Piercy,66,"4,673",33.226,"34,473",116,576,919,769,"1,188",-0.28,-10.626,50,0.263,0.134,-0.355,-8.474,50,19.0,0.0,1.0,0.0,,,,2020
141,D.J. Trahan,47,"3,318",33.438,"27,972",94,425,657,577,846,-0.26,-15.089,33,-0.027000000000000003,-0.191,0.095,-19.163,33,,,,,,,,2020
142,Josh Teater,41,"2,882",42.723,"24,109",82,391,573,528,738,-0.29,-21.589000000000002,27,-0.08,0.095,-0.009000000000000001,-21.401999999999997,27,15.0,0.0,1.0,0.0,,1.0,,2020
143,Kyoung-Hoon Lee,72,"5,087",49.383,"40,312",136,655,"1,008",845,"1,296",-0.27,-5.507999999999999,54,0.066,-0.27399999999999997,0.129,-9.802999999999999,54,25.0,0.0,1.0,0.0,,,,2020
144,Martin Laird,39,"2,746",36.426,"23,562",78,348,546,495,702,-0.24,-14.427,29,0.251,0.187,-0.023,-2.388,29,,,,,,,,2020
145,Robby Shelton,71,"5,028",38.412,"42,111",142,608,994,855,"1,278",-0.27,-8.642999999999999,57,0.057,0.127,-0.153,-6.892,57,24.0,0.0,3.0,0.0,,,1.0,2020
146,Joseph Bramlett,53,"3,751",31.473,"31,727",106,425,741,668,954,-0.25,-6.026,39,-0.07200000000000001,0.015,-0.086,-11.628,39,18.0,0.0,1.0,0.0,,,,2020
147,Nate Lashley,52,"3,676",35.992,"26,977",94,453,730,607,936,-0.26,9.043,45,-0.276,-0.353,0.106,-14.46,45,20.0,0.0,2.0,0.0,,,2.0,2020
148,Beau Hossler,67,"4,743",39.928,"41,091",134,505,937,786,"1,206",-0.29,22.344,49,-0.16,-0.71,-0.085,-24.448,49,22.0,0.0,1.0,0.0,,,,2020
149,Doug Ghim,40,"2,826",30.096,"23,676",80,356,559,501,720,-0.23,-8.979,28,-0.07400000000000001,-0.244,0.12,-14.546,28,,,,,,,,2020
150,Brian Gay,63,"4,461",37.671,"36,351",126,517,881,735,"1,134",-0.3,6.473,50,-0.353,-0.293,-0.061,-28.901,50,23.0,0.0,2.0,0.0,,,1.0,2020
151,Patton Kizzire,55,"3,882",47.442,"32,425",110,416,770,642,990,-0.3,21.313000000000002,47,-0.6609999999999999,-0.368,-0.031,-28.493000000000002,47,,,,,,,,2020
152,Kramer Hickok,49,"3,464",38.152,"28,692",98,460,685,584,882,-0.22,-19.222,36,0.195,-0.384,0.193,-19.062,36,,,,,,,,2020
153,Vincent Whaley,38,"2,687",29.158,"22,872",76,310,531,456,684,-0.29,7.757000000000001,28,-0.002,-0.7609999999999999,-0.259,-20.872,28,,,,,,,,2020
154,Sung Kang,73,"5,198",20.664,"39,444",130,568,"1,021",858,"1,314",-0.26,-19.028,62,0.006,0.0,-0.231,-33.009,62,22.0,0.0,2.0,0.0,,1.0,,2020
155,Austin Cook,60,"4,236",55.303,"35,255",120,560,839,737,"1,080",-0.26,5.532,48,0.276,-0.49200000000000005,-0.049,-7.202000000000001,48,,,,,,,,2020
156,Kris Ventura,44,"3,099",49.938,"26,905",88,367,615,532,792,-0.32,19.419,28,0.172,-0.314,-0.665,-3.207,28,,,,,,,,2020
157,Scott Brown,64,"4,541",39.617,"36,934",128,603,895,743,"1,152",-0.25,-12.932,50,0.215,-0.307,0.004,-17.325,50,22.0,0.0,1.0,0.0,,1.0,,2020
158,Kevin Chappell,41,"2,907",27.509,"24,649",82,324,573,481,738,-0.29,6.3389999999999995,32,-0.099,-0.304,-0.158,-11.637,32,,,,,,,,2020
